  9.0,  6.5,   0.0, start
 10.3,  6.5, -40.0, sink
 10.3,  5.2, -90.0, a
  9.8,  3.5,-120.0, b
  8.5,  2.0,-180.0, c
  5.5,  2.0,-180.0, d
  2.0,  2.0,-180.0, e
  0.5,  2.5, 110.0, f
  0.5,  5.0,  90.0, g
  0.5,  6.5,   0.0, source
  1.5,  6.5, -90.0, h
  1.5,  2.5,   0.0, i
  5.0,  2.5,   0.0, j
  7.5,  2.5,  90.0, k
  7.5,  6.5,   0.0, l
